子問題,GPT主題分類,真實主題,命中子問題,原始回答,檢索回答,問題相似度,答案相似度,主題匹配,排名,是否回應,,question,answer,original_question,,
如何透過飲食控制和規律運動來改善胰島素阻抗並預防第2型糖尿病？,預防,預防,如何通過飲食和運動來改善糖尿病前期並延緩其進展？,胰島素阻抗的問題，容易引起第2型糖尿病。飲食控制、規律運動與行為治療是減重的非藥物療法；飲食控制更是減重的基本步驟。,通常糖尿病前期的情況可以通過改變飲食、增加運動、維持健康體重來改善或延緩進展。控制得好，狀況有可能改善。建議定期監測你的血糖(如空腹血糖、餐後血糖或HbA1c），並注意自己是否有其他糖尿病相關的風險因素（如體重增加、家族史等）。,0.740450263,0.767623246,TRUE,5,1,,如何透過飲食控制和規律運動來改善胰島素阻抗並預防第2型糖尿病？,通常糖尿病前期的情況可以通過改變飲食、增加運動、維持健康體重來改善或延緩進展。控制得好，狀況有可能改善。建議定期監測你的血糖(如空腹血糖、餐後血糖或HbA1c），並注意自己是否有其他糖尿病相關的風險因素（如體重增加、家族史等）。,"主任您好，想請問一下，我在4月27日診斷出有糖尿病
4月27日血檢報告:飯前血糖204，飯後血糖250，糖化血色素8.3，總膽固醇211，三酸甘油酯146，LDL 163 ，肌酸苷0.9，微蛋白尿107.9，GOT 57 ，GPT 107
6月22日複檢報告:
血檢報告:飯前血糖102，飯後血糖142，糖化血色素6.6，總膽固醇90，三酸甘油酯133，LDL 44，HDL 37 ，肌酸苷0.7，微蛋白尿35.2，GOT 38 ，GPT 71

我的體重在4月底五月初量大概是108公斤左右，現在量是95~96公斤左右，我身高180公分(所有數據都降，但總膽固醇降得太多)

我知道我有糖尿病之後，就改變我的飲食習慣，幾乎每天運動慢跑20至30分鐘，飲食清淡，澱粉就很少碰，肉類也很少碰，幾乎只吃素，吃得比較少，但兩個月內大概偶爾幾天會吃個大餐，以前幾乎天天熬夜，現在幾乎沒再熬夜ㄌ，搭配藥物糖尿病藥物克醣錠。
體重和總膽固醇降得那麼快，我的糖尿病衛教師和主治醫生都說是我生活習慣和飲食習慣整個大改變，所以才會降那麼快~
我想問的是，我的體重這兩個月降ㄌ13公斤左右這樣是正常的嗎?還有我的總膽固醇降到90，不知道是我特意的控制飲食加上運動造成我的體重下降和總膽固醇下降，還是有其他原因呢?我要讓我的總膽固醇不要那麼低，是要多吃一點嗎 ? 煩請回答，謝謝您!

6/27號又有做血液檢查和腫瘤標記檢查，一切正常，但是醫生說我LDH 244 偏高，和白血球13900偏高，請我轉血液腫瘤科看，我很擔心.......想請問這個是白血病或血癌的意思嗎 ?",,
產婦的醣化血色素值如何影響胎兒的主要生產缺陷風險？,血糖管理,血糖管理,糖化血色素的數值如何影響糖尿病的診斷和前期判定？,血糖的控制，對於一個產婦甚為重要，會影響胎兒的健康甚劇，下表為產婦在第一產期的醣化血色素值與胎兒主要生產缺陷的危險性關係。,糖化血色素（HBAIC）做為糖尿病的診斷依據已漸漸成熟。目前認為HBAIC介於6%-6.5%之間，是糖尿病的前期，或者血糖耐受不良，而HBAIC>=6.5%則認為是糖尿病；美國糖尿病學會在2009年曾達到如此的共識。臨床上，很多醫師早已注意到這些診斷依據的變遷。,0.650915265,0.618787169,TRUE,1,0,,產婦的醣化血色素值如何影響胎兒的主要生產缺陷風險？,糖化血色素（HBAIC）做為糖尿病的診斷依據已漸漸成熟。目前認為HBAIC介於6%-6.5%之間，是糖尿病的前期，或者血糖耐受不良，而HBAIC>=6.5%則認為是糖尿病；美國糖尿病學會在2009年曾達到如此的共識。臨床上，很多醫師早已注意到這些診斷依據的變遷。,醫生; 我是一個孕婦 懷孕5個多月我之前血糖控制的還不錯可是最近這幾天都超過200我是第2型糖尿病者的孕婦請問懷孕期間該注意哪些事情糖尿病患者孕婦再要生產時要注意哪些事生產後會引起哪些併發症我是不是要到大醫院做產檢和生產呢我的腳會有脫皮現象那是正常的嗎我的手指頭會有浮腫現象該如何是好飯前飯後血糖多少到多少之間是正常的血糖過高要如何讓它降下,,
產婦的醣化血色素值如何影響胎兒的主要生產缺陷風險？,血糖管理,血糖管理,如何同時搭配藥物、飲食和運動來有效控制血糖及醣化血色素？,血糖的控制，對於一個產婦甚為重要，會影響胎兒的健康甚劇，下表為產婦在第一產期的醣化血色素值與胎兒主要生產缺陷的危險性關係。,"基本上血糖控制需要三方面控制:
包括:
(1)藥物控制(2)飲食控制(3)運動,
以上這三方面需要一起努力,
血糖就能控制好醣化血色素",0.601871789,0.685334802,TRUE,2,0,,產婦的醣化血色素值如何影響胎兒的主要生產缺陷風險？,"基本上血糖控制需要三方面控制:
包括:
(1)藥物控制(2)飲食控制(3)運動,
以上這三方面需要一起努力,
血糖就能控制好醣化血色素",醫生; 我是一個孕婦 懷孕5個多月我之前血糖控制的還不錯可是最近這幾天都超過200我是第2型糖尿病者的孕婦請問懷孕期間該注意哪些事情糖尿病患者孕婦再要生產時要注意哪些事生產後會引起哪些併發症我是不是要到大醫院做產檢和生產呢我的腳會有脫皮現象那是正常的嗎我的手指頭會有浮腫現象該如何是好飯前飯後血糖多少到多少之間是正常的血糖過高要如何讓它降下,,
產婦的醣化血色素值如何影響胎兒的主要生產缺陷風險？,血糖管理,血糖管理,妊娠糖尿病如何穩定控制血糖以降低寶寶出生後低血糖的風險？,血糖的控制，對於一個產婦甚為重要，會影響胎兒的健康甚劇，下表為產婦在第一產期的醣化血色素值與胎兒主要生產缺陷的危險性關係。,"有妊娠糖尿病的個案
寶寶比較容易體型較大與出生後容易低血糖
所以仍建議血糖要控制穩定。",0.590456963,0.780003488,TRUE,3,0,,產婦的醣化血色素值如何影響胎兒的主要生產缺陷風險？,"有妊娠糖尿病的個案
寶寶比較容易體型較大與出生後容易低血糖
所以仍建議血糖要控制穩定。",醫生; 我是一個孕婦 懷孕5個多月我之前血糖控制的還不錯可是最近這幾天都超過200我是第2型糖尿病者的孕婦請問懷孕期間該注意哪些事情糖尿病患者孕婦再要生產時要注意哪些事生產後會引起哪些併發症我是不是要到大醫院做產檢和生產呢我的腳會有脫皮現象那是正常的嗎我的手指頭會有浮腫現象該如何是好飯前飯後血糖多少到多少之間是正常的血糖過高要如何讓它降下,,
產婦的醣化血色素值如何影響胎兒的主要生產缺陷風險？,血糖管理,血糖管理,糖化血色素的正常範圍為4-6％，超出這個範圍可能代表什麼健康問題？,血糖的控制，對於一個產婦甚為重要，會影響胎兒的健康甚劇，下表為產婦在第一產期的醣化血色素值與胎兒主要生產缺陷的危險性關係。,一般人糖化血色素的正常值約為4-6％在標準範圍。,0.585397363,0.664010406,TRUE,4,0,,產婦的醣化血色素值如何影響胎兒的主要生產缺陷風險？,一般人糖化血色素的正常值約為4-6％在標準範圍。,醫生; 我是一個孕婦 懷孕5個多月我之前血糖控制的還不錯可是最近這幾天都超過200我是第2型糖尿病者的孕婦請問懷孕期間該注意哪些事情糖尿病患者孕婦再要生產時要注意哪些事生產後會引起哪些併發症我是不是要到大醫院做產檢和生產呢我的腳會有脫皮現象那是正常的嗎我的手指頭會有浮腫現象該如何是好飯前飯後血糖多少到多少之間是正常的血糖過高要如何讓它降下,,
產婦的醣化血色素值如何影響胎兒的主要生產缺陷風險？,血糖管理,血糖管理,空腹血糖值和糖化血色素的正常範圍是多少？,血糖的控制，對於一個產婦甚為重要，會影響胎兒的健康甚劇，下表為產婦在第一產期的醣化血色素值與胎兒主要生產缺陷的危險性關係。,大部分空腹血糖值正常值範圍是70~100 mg/dl，糖化血色素正常值範圍是4~6%。,0.578634799,0.680931449,TRUE,5,0,,產婦的醣化血色素值如何影響胎兒的主要生產缺陷風險？,大部分空腹血糖值正常值範圍是70~100 mg/dl，糖化血色素正常值範圍是4~6%。,醫生; 我是一個孕婦 懷孕5個多月我之前血糖控制的還不錯可是最近這幾天都超過200我是第2型糖尿病者的孕婦請問懷孕期間該注意哪些事情糖尿病患者孕婦再要生產時要注意哪些事生產後會引起哪些併發症我是不是要到大醫院做產檢和生產呢我的腳會有脫皮現象那是正常的嗎我的手指頭會有浮腫現象該如何是好飯前飯後血糖多少到多少之間是正常的血糖過高要如何讓它降下,,
為什麼餐後血糖濃度比餐前血糖濃度更早升高是第2型糖尿病的特性？,糖尿病類型,糖尿病類型,哪些生活因素可能導致第2型糖尿病？如何利用耐糖試驗或飯後血糖值進行糖尿病診斷？,正常人餐後的血糖濃度通常不會超過140mg/dl，而且會在2-3小時內回到餐前的濃度。而第2型糖尿病的發展特性，主要在β細胞功能的不斷惡化，導致胰島素分泌功能降低，而血糖遂逐漸升高。這時候，餐後血糖濃度比餐前血糖濃度更早逐漸升高。,"一般而言,第2型糖尿病的發生是漸進式的,而且與遺傳,體重,缺乏運動,飲食過量,酗酒與藥物等因素有關.如果隨機測試的血糖超過200mg/dl,加上多飲,多尿,多渴,體重減輕,傷口不易癒合等症狀;大概就可以診斷為糖尿病.另外,耐糖試驗(OGTT),飯後兩小時的血糖值,都可以做為參考.",0.685480952,0.791571259,TRUE,1,0,,為什麼餐後血糖濃度比餐前血糖濃度更早升高是第2型糖尿病的特性？,"一般而言,第2型糖尿病的發生是漸進式的,而且與遺傳,體重,缺乏運動,飲食過量,酗酒與藥物等因素有關.如果隨機測試的血糖超過200mg/dl,加上多飲,多尿,多渴,體重減輕,傷口不易癒合等症狀;大概就可以診斷為糖尿病.另外,耐糖試驗(OGTT),飯後兩小時的血糖值,都可以做為參考.","醫師您好:

家母78歲前幾天身體不適至急診時,急診室所抽空腹血糖是146.
因家母之前並無糖尿問題,之後至門診追蹤是否有糖尿病?
而醫師只抽 飯後血糖 & 糖化血色素,
並表示2項抽血結果若正常,則無糖尿病.
請問此說法對嗎? 還是須再加作甚麼檢查?",,
為什麼餐後血糖濃度比餐前血糖濃度更早升高是第2型糖尿病的特性？,糖尿病類型,糖尿病類型,第2型糖尿病的病理機轉是如何演變的？,正常人餐後的血糖濃度通常不會超過140mg/dl，而且會在2-3小時內回到餐前的濃度。而第2型糖尿病的發展特性，主要在β細胞功能的不斷惡化，導致胰島素分泌功能降低，而血糖遂逐漸升高。這時候，餐後血糖濃度比餐前血糖濃度更早逐漸升高。,"糖尿病的分類中,第2型糖尿病佔所有糖尿病的92-95%左右.其病理機轉,與家族傾向和遺傳有關,剛開始是胰島素阻抗與高胰島素血症,接著血糖異常,葡萄糖耐量試驗異常,胰臟貝他細胞衰竭,最後出現第二型糖尿病.",0.661743999,0.717433453,TRUE,2,0,,為什麼餐後血糖濃度比餐前血糖濃度更早升高是第2型糖尿病的特性？,"糖尿病的分類中,第2型糖尿病佔所有糖尿病的92-95%左右.其病理機轉,與家族傾向和遺傳有關,剛開始是胰島素阻抗與高胰島素血症,接著血糖異常,葡萄糖耐量試驗異常,胰臟貝他細胞衰竭,最後出現第二型糖尿病.","醫師您好:

家母78歲前幾天身體不適至急診時,急診室所抽空腹血糖是146.
因家母之前並無糖尿問題,之後至門診追蹤是否有糖尿病?
而醫師只抽 飯後血糖 & 糖化血色素,
並表示2項抽血結果若正常,則無糖尿病.
請問此說法對嗎? 還是須再加作甚麼檢查?",,
為什麼餐後血糖濃度比餐前血糖濃度更早升高是第2型糖尿病的特性？,糖尿病類型,糖尿病類型,肥胖如何增加罹患第二型糖尿病的風險？,正常人餐後的血糖濃度通常不會超過140mg/dl，而且會在2-3小時內回到餐前的濃度。而第2型糖尿病的發展特性，主要在β細胞功能的不斷惡化，導致胰島素分泌功能降低，而血糖遂逐漸升高。這時候，餐後血糖濃度比餐前血糖濃度更早逐漸升高。,"第一型糖尿病與第二型糖尿病.第一型糖尿病因胰島素分泌不足引起.第二型糖尿病因胰島素阻抗作用引起.二者的致病因尚未完全清楚.但已知肥胖會增加罹患第二型糖尿病的機會,因此若多喝含糖飲料及其他高熱量食物而導致肥胖的確會增加罹患第二型糖尿病的機會.",0.620807886,0.715162098,TRUE,3,0,,為什麼餐後血糖濃度比餐前血糖濃度更早升高是第2型糖尿病的特性？,"第一型糖尿病與第二型糖尿病.第一型糖尿病因胰島素分泌不足引起.第二型糖尿病因胰島素阻抗作用引起.二者的致病因尚未完全清楚.但已知肥胖會增加罹患第二型糖尿病的機會,因此若多喝含糖飲料及其他高熱量食物而導致肥胖的確會增加罹患第二型糖尿病的機會.","醫師您好:

家母78歲前幾天身體不適至急診時,急診室所抽空腹血糖是146.
因家母之前並無糖尿問題,之後至門診追蹤是否有糖尿病?
而醫師只抽 飯後血糖 & 糖化血色素,
並表示2項抽血結果若正常,則無糖尿病.
請問此說法對嗎? 還是須再加作甚麼檢查?",,
為什麼餐後血糖濃度比餐前血糖濃度更早升高是第2型糖尿病的特性？,糖尿病類型,糖尿病類型,胰臟β-細胞分泌胰島素的缺陷如何導致血糖升高？,正常人餐後的血糖濃度通常不會超過140mg/dl，而且會在2-3小時內回到餐前的濃度。而第2型糖尿病的發展特性，主要在β細胞功能的不斷惡化，導致胰島素分泌功能降低，而血糖遂逐漸升高。這時候，餐後血糖濃度比餐前血糖濃度更早逐漸升高。,"糖尿病是一種新陳代謝的疾病,主要因為胰臟的β-細胞分泌胰島素有缺陷,造成胰島素的量相對地不足,或者無法充份發揮其作用,而引起血糖升高的情形。",0.591129541,0.707777739,TRUE,4,0,,為什麼餐後血糖濃度比餐前血糖濃度更早升高是第2型糖尿病的特性？,"糖尿病是一種新陳代謝的疾病,主要因為胰臟的β-細胞分泌胰島素有缺陷,造成胰島素的量相對地不足,或者無法充份發揮其作用,而引起血糖升高的情形。","醫師您好:

家母78歲前幾天身體不適至急診時,急診室所抽空腹血糖是146.
因家母之前並無糖尿問題,之後至門診追蹤是否有糖尿病?
而醫師只抽 飯後血糖 & 糖化血色素,
並表示2項抽血結果若正常,則無糖尿病.
請問此說法對嗎? 還是須再加作甚麼檢查?",,
為什麼餐後血糖濃度比餐前血糖濃度更早升高是第2型糖尿病的特性？,糖尿病類型,糖尿病類型,驗血和驗尿在檢測糖尿病方面有何差異？,正常人餐後的血糖濃度通常不會超過140mg/dl，而且會在2-3小時內回到餐前的濃度。而第2型糖尿病的發展特性，主要在β細胞功能的不斷惡化，導致胰島素分泌功能降低，而血糖遂逐漸升高。這時候，餐後血糖濃度比餐前血糖濃度更早逐漸升高。,驗尿也可以，但以驗血最為準確‧,0.550741076,0.498304218,TRUE,5,0,,為什麼餐後血糖濃度比餐前血糖濃度更早升高是第2型糖尿病的特性？,驗尿也可以，但以驗血最為準確‧,"醫師您好:

家母78歲前幾天身體不適至急診時,急診室所抽空腹血糖是146.
因家母之前並無糖尿問題,之後至門診追蹤是否有糖尿病?
而醫師只抽 飯後血糖 & 糖化血色素,
並表示2項抽血結果若正常,則無糖尿病.
請問此說法對嗎? 還是須再加作甚麼檢查?",,
糖尿病前期患者如何選擇適合的醣類來源來維持均衡飲食？,飲食,飲食,糖尿病患者如何在飲食中平衡醣類、蛋白質、脂肪及其他營養素？,雖是糖尿病前期，每日飲食要以均衡飲食六大類食物攝取為主，維持理想體重、定時定量、規律運動、總類管制攝取的醣類，建議避免精緻澱粉攝取，但並非不吃全榖雜糧類(澱粉類)可以選擇好澱粉如糙米、五穀米、紫米、地瓜、南瓜、玉米等作為醣類來源，因為醣類是身體主要的能量來源。,自然界中的糖類，包含各式各樣。糖尿病患的飲食控制，包括醣類、蛋白質、脂肪、礦物質、維生素、纖維素等等，宜一併考慮才好。甚至運動、藥物控制及生活型態的改變，都很重要。,0.844936192,0.908095121,TRUE,1,1,,糖尿病前期患者如何選擇適合的醣類來源來維持均衡飲食？,自然界中的糖類，包含各式各樣。糖尿病患的飲食控制，包括醣類、蛋白質、脂肪、礦物質、維生素、纖維素等等，宜一併考慮才好。甚至運動、藥物控制及生活型態的改變，都很重要。,"您好 范醫師
我的身高186體重約74 擁有地中海貧血及威爾森式症
7/19檢測血糖及糖化血色素的結果 為105/6% 應屬於前期了

想請問 200g雞柳+雞蛋x2+一盒豆腐+一包青菜(200g)+中午有吃白飯則晚餐不吃

分成2餐這樣可行嗎

偶而會吃一餐200g牛肉+100g青菜+一盒豆腐or一顆蛋二顆蛋

一周運動6天 騎30分鐘飛輪
感謝解答",,
糖尿病前期患者如何選擇適合的醣類來源來維持均衡飲食？,飲食,飲食,糖尿病患者如何選擇適合的碳水化合物食物來達到均衡飲食和控制體重？,雖是糖尿病前期，每日飲食要以均衡飲食六大類食物攝取為主，維持理想體重、定時定量、規律運動、總類管制攝取的醣類，建議避免精緻澱粉攝取，但並非不吃全榖雜糧類(澱粉類)可以選擇好澱粉如糙米、五穀米、紫米、地瓜、南瓜、玉米等作為醣類來源，因為醣類是身體主要的能量來源。,不少人以為糖尿病患者不應吃米飯、麵包等碳水化合物食物，其實這是不對的。糖尿病的控制最重要的在於均衡的飲食以及體重的控制，患者應攝取適量的碳水化合物，例如主食可選擇全麥麵包或是白飯，但應儘量避免吃炒飯、油飯等油膩的食物，也儘量不要吃白麵包。,0.828801334,0.88163048,TRUE,2,1,,糖尿病前期患者如何選擇適合的醣類來源來維持均衡飲食？,不少人以為糖尿病患者不應吃米飯、麵包等碳水化合物食物，其實這是不對的。糖尿病的控制最重要的在於均衡的飲食以及體重的控制，患者應攝取適量的碳水化合物，例如主食可選擇全麥麵包或是白飯，但應儘量避免吃炒飯、油飯等油膩的食物，也儘量不要吃白麵包。,"您好 范醫師
我的身高186體重約74 擁有地中海貧血及威爾森式症
7/19檢測血糖及糖化血色素的結果 為105/6% 應屬於前期了

想請問 200g雞柳+雞蛋x2+一盒豆腐+一包青菜(200g)+中午有吃白飯則晚餐不吃

分成2餐這樣可行嗎

偶而會吃一餐200g牛肉+100g青菜+一盒豆腐or一顆蛋二顆蛋

一周運動6天 騎30分鐘飛輪
感謝解答",,
糖尿病前期患者如何選擇適合的醣類來源來維持均衡飲食？,飲食,飲食,糖尿病患者如何規劃均衡飲食並控制食物份量？,雖是糖尿病前期，每日飲食要以均衡飲食六大類食物攝取為主，維持理想體重、定時定量、規律運動、總類管制攝取的醣類，建議避免精緻澱粉攝取，但並非不吃全榖雜糧類(澱粉類)可以選擇好澱粉如糙米、五穀米、紫米、地瓜、南瓜、玉米等作為醣類來源，因為醣類是身體主要的能量來源。,"糖尿病病患飲食原則建議採取均衡飲食為主,少油,少糖多蔬果及運動,營養師建議任何食物都可食用,但須注意份量問題,青菜建議可多食用水果一天建議攝取2份,多喝水適當運動,及藥物控制是糖尿病控制最好的方法",0.823258281,0.830960691,TRUE,3,1,,糖尿病前期患者如何選擇適合的醣類來源來維持均衡飲食？,"糖尿病病患飲食原則建議採取均衡飲食為主,少油,少糖多蔬果及運動,營養師建議任何食物都可食用,但須注意份量問題,青菜建議可多食用水果一天建議攝取2份,多喝水適當運動,及藥物控制是糖尿病控制最好的方法","您好 范醫師
我的身高186體重約74 擁有地中海貧血及威爾森式症
7/19檢測血糖及糖化血色素的結果 為105/6% 應屬於前期了

想請問 200g雞柳+雞蛋x2+一盒豆腐+一包青菜(200g)+中午有吃白飯則晚餐不吃

分成2餐這樣可行嗎

偶而會吃一餐200g牛肉+100g青菜+一盒豆腐or一顆蛋二顆蛋

一周運動6天 騎30分鐘飛輪
感謝解答",,
糖尿病前期患者如何選擇適合的醣類來源來維持均衡飲食？,飲食,飲食,糖尿病患者如何選擇適合的食物並避免高油脂、高膽固醇及精緻糖類的飲食？,雖是糖尿病前期，每日飲食要以均衡飲食六大類食物攝取為主，維持理想體重、定時定量、規律運動、總類管制攝取的醣類，建議避免精緻澱粉攝取，但並非不吃全榖雜糧類(澱粉類)可以選擇好澱粉如糙米、五穀米、紫米、地瓜、南瓜、玉米等作為醣類來源，因為醣類是身體主要的能量來源。,"糖尿病的飲食原則條列如下:*均衡飲食,依據飲食計劃適量攝取主食類,水果類,油脂類,奶類和肉魚豆蛋類.
*多選用富含纖維質的食物,如:未加工的豆類,水果,蔬菜,全榖類.
*少吃油炸,油煎,油炒和油酥的食物,以及豬皮,雞皮等油脂量高的食物.
*避免攝食含膽固醇高的食物,如:腦,肝,蛋黃等.
*飲食儘量清淡不可過嫌,避免攝食加工或醃製的食物,烹調食物改採燉,烤,燒,清蒸,水煮,涼拌等方式.
*儘量少吃富含精緻糖類的食品如:糖果,煉乳,蜂蜜,汽水,罐裝或盒裝的果汁,加糖蜜餞,蛋捲,中西式甜點心,加糖罐頭等.
*儘量避免喝酒.",0.758622646,0.798161566,TRUE,4,1,,糖尿病前期患者如何選擇適合的醣類來源來維持均衡飲食？,"糖尿病的飲食原則條列如下:*均衡飲食,依據飲食計劃適量攝取主食類,水果類,油脂類,奶類和肉魚豆蛋類.
*多選用富含纖維質的食物,如:未加工的豆類,水果,蔬菜,全榖類.
*少吃油炸,油煎,油炒和油酥的食物,以及豬皮,雞皮等油脂量高的食物.
*避免攝食含膽固醇高的食物,如:腦,肝,蛋黃等.
*飲食儘量清淡不可過嫌,避免攝食加工或醃製的食物,烹調食物改採燉,烤,燒,清蒸,水煮,涼拌等方式.
*儘量少吃富含精緻糖類的食品如:糖果,煉乳,蜂蜜,汽水,罐裝或盒裝的果汁,加糖蜜餞,蛋捲,中西式甜點心,加糖罐頭等.
*儘量避免喝酒.","您好 范醫師
我的身高186體重約74 擁有地中海貧血及威爾森式症
7/19檢測血糖及糖化血色素的結果 為105/6% 應屬於前期了

想請問 200g雞柳+雞蛋x2+一盒豆腐+一包青菜(200g)+中午有吃白飯則晚餐不吃

分成2餐這樣可行嗎

偶而會吃一餐200g牛肉+100g青菜+一盒豆腐or一顆蛋二顆蛋

一周運動6天 騎30分鐘飛輪
感謝解答",,
糖尿病前期患者如何選擇適合的醣類來源來維持均衡飲食？,飲食,飲食,糖尿病患者在飲食中如何合理安排水果的攝取量？,雖是糖尿病前期，每日飲食要以均衡飲食六大類食物攝取為主，維持理想體重、定時定量、規律運動、總類管制攝取的醣類，建議避免精緻澱粉攝取，但並非不吃全榖雜糧類(澱粉類)可以選擇好澱粉如糙米、五穀米、紫米、地瓜、南瓜、玉米等作為醣類來源，因為醣類是身體主要的能量來源。,糖尿病病人一般喝無糖的茶不會影響血糖值變化，測量血糖時間是以吃第1口飯後的2小時時間點來測量；運動建議養成規律運動習慣可在飯後60-90分鐘後進行，水果部分掌握好2份水果量，建議在2餐之間當點心食用。若有疑問建議回醫療院所諮詢營養師。,0.753910065,0.777912974,TRUE,5,1,,糖尿病前期患者如何選擇適合的醣類來源來維持均衡飲食？,糖尿病病人一般喝無糖的茶不會影響血糖值變化，測量血糖時間是以吃第1口飯後的2小時時間點來測量；運動建議養成規律運動習慣可在飯後60-90分鐘後進行，水果部分掌握好2份水果量，建議在2餐之間當點心食用。若有疑問建議回醫療院所諮詢營養師。,"您好 范醫師
我的身高186體重約74 擁有地中海貧血及威爾森式症
7/19檢測血糖及糖化血色素的結果 為105/6% 應屬於前期了

想請問 200g雞柳+雞蛋x2+一盒豆腐+一包青菜(200g)+中午有吃白飯則晚餐不吃

分成2餐這樣可行嗎

偶而會吃一餐200g牛肉+100g青菜+一盒豆腐or一顆蛋二顆蛋

一周運動6天 騎30分鐘飛輪
感謝解答",,
運動後應如何適量補充水分或電解質，並避免飲用過於鹹或甜的運動飲料？,運動,運動,空腹運動前應該吃什麼食物以避免低血糖？飯後運動應該間隔多久才合適？,沒有一定的答案；因為不知道您的運動量與強度到底是多少，消耗的能量又是多少。還有，每日攝取的總熱量是否已經足夠了？不過，話又說回來，如果每一次運動或飲食都這樣「斤斤計較」，真得是違反生活的常理，也會增加生活的困擾與壓力；個人認為對於一般人是沒有必要的。如果三餐已經適量與規律，運動後只要適速與適量地補充水分即可。如果像軍隊或運動員的訓練，有時還要補充電解質；閣下的情形，請自行斟酌，但是如果飲用市售的運動飲料如果太鹹或太甜，也要考慮是否要稀釋。閣下的問題建議您應該與您的家庭醫師或營養師再行討論為宜；必要時，還要與運動醫學專家討論。,空腹運動，有可能發生低血糖症狀，可以吃點東西，不要太多，休息15分鐘後，再運動。飯後可以休息1小時候，再中等強度運動。,0.650291383,0.713487566,TRUE,1,0,,運動後應如何適量補充水分或電解質，並避免飲用過於鹹或甜的運動飲料？,空腹運動，有可能發生低血糖症狀，可以吃點東西，不要太多，休息15分鐘後，再運動。飯後可以休息1小時候，再中等強度運動。,"醫生您好

我一直對於少量多餐這個詞有所疑慮


在過去醫師與新聞常說 少量多餐

控制胰島素分泌 以及食物的攝取量

但最近我也有看到新說法:

""正常一餐約需要6小時才能完全消化、
完整代謝完畢，如果多餐，等於一波還沒結束，
一波又起，容易產生胰島素阻抗、葡萄糖耐量異常與高脂血症。""


我自己是血糖偏高的糖尿病前期患者

我有維持重訓與有氧運動 一周5~7次 一次至少30~60分鐘

飲食也都有控制份量與種類(低GI)

但我的疑慮是

1.上述的胰島素問題,在可以保證定時定量與有運動的情況下
是否少量多餐反而容易產生胰島素阻抗?

2.假設運動量有夠,運動完進食是否算是少量多餐的一種?
因為重訓完我會喝個豆漿 牛奶+香蕉或地瓜之類的?

3.如果再飯後1到2小時開始運動,運動一個小時
等於飯後3小時後再進食,這樣胰島素反覆分泌
是否會項問題1一樣,反而不好?


這些問題困擾我很久了,想請醫師解惑!!",,
運動後應如何適量補充水分或電解質，並避免飲用過於鹹或甜的運動飲料？,運動,運動,糖尿病患者在運動前需要注意哪些健康狀況和安全事項？,沒有一定的答案；因為不知道您的運動量與強度到底是多少，消耗的能量又是多少。還有，每日攝取的總熱量是否已經足夠了？不過，話又說回來，如果每一次運動或飲食都這樣「斤斤計較」，真得是違反生活的常理，也會增加生活的困擾與壓力；個人認為對於一般人是沒有必要的。如果三餐已經適量與規律，運動後只要適速與適量地補充水分即可。如果像軍隊或運動員的訓練，有時還要補充電解質；閣下的情形，請自行斟酌，但是如果飲用市售的運動飲料如果太鹹或太甜，也要考慮是否要稀釋。閣下的問題建議您應該與您的家庭醫師或營養師再行討論為宜；必要時，還要與運動醫學專家討論。,運動可提高身體對胰島素的敏感性，不僅不會造成血糖上升，反而可以促進糖份進入細胞中降低血糖濃度，強化身體對血糖的調控，也有機會減少服用藥物劑量，因此適度的運動對於糖尿病的控制有正面的幫助。但是在執行運動計畫前，必須要先了解自己的健康狀況、體能狀況、以及運動環境。客觀評估自身的體能狀控，不要過度勉強，在超出體力負荷前進行適度的休息。盡量選擇安全、人多的地方運動，萬一身體不適時可以即時尋求旁人協助。,0.616611004,0.701164484,TRUE,2,0,,運動後應如何適量補充水分或電解質，並避免飲用過於鹹或甜的運動飲料？,運動可提高身體對胰島素的敏感性，不僅不會造成血糖上升，反而可以促進糖份進入細胞中降低血糖濃度，強化身體對血糖的調控，也有機會減少服用藥物劑量，因此適度的運動對於糖尿病的控制有正面的幫助。但是在執行運動計畫前，必須要先了解自己的健康狀況、體能狀況、以及運動環境。客觀評估自身的體能狀控，不要過度勉強，在超出體力負荷前進行適度的休息。盡量選擇安全、人多的地方運動，萬一身體不適時可以即時尋求旁人協助。,"醫生您好

我一直對於少量多餐這個詞有所疑慮


在過去醫師與新聞常說 少量多餐

控制胰島素分泌 以及食物的攝取量

但最近我也有看到新說法:

""正常一餐約需要6小時才能完全消化、
完整代謝完畢，如果多餐，等於一波還沒結束，
一波又起，容易產生胰島素阻抗、葡萄糖耐量異常與高脂血症。""


我自己是血糖偏高的糖尿病前期患者

我有維持重訓與有氧運動 一周5~7次 一次至少30~60分鐘

飲食也都有控制份量與種類(低GI)

但我的疑慮是

1.上述的胰島素問題,在可以保證定時定量與有運動的情況下
是否少量多餐反而容易產生胰島素阻抗?

2.假設運動量有夠,運動完進食是否算是少量多餐的一種?
因為重訓完我會喝個豆漿 牛奶+香蕉或地瓜之類的?

3.如果再飯後1到2小時開始運動,運動一個小時
等於飯後3小時後再進食,這樣胰島素反覆分泌
是否會項問題1一樣,反而不好?


這些問題困擾我很久了,想請醫師解惑!!",,
